custid,retained,created,firstorder,lastorder,esent,eopenrate,eclickrate,avgorder,ordfreq,paperless,refill,doorstep,favday,city
VYCY3B,1,11/4/2009,11/4/2009,11/4/2009,30,36.66666667,10,72.92,0,1,1,0,Friday,RIC
N4ANQ2,1,11/4/2009,11/10/2009,11/10/2009,25,36,12,78.4,0,1,0,0,Wednesday,DCX
ZPTLN4,1,11/4/2009,11/5/2009,1/13/2010,29,100,27.5862069,41.13,0.130434783,1,1,0,Wednesday,DCX
TM4C7Q,1,11/4/2009,11/6/2009,12/5/2009,29,10.34482759,6.896551724,93.4,0.068965517,1,0,0,Thursday,DCX
EQ3GUS,1,11/4/2009,11/4/2009,11/4/2009,31,3.225806452,3.225806452,40.02,0,1,0,1,Saturday,DCX
QVAX93,1,9/13/2009,11/4/2009,11/18/2009,28,0,0,46.83,0.142857143,1,0,0,Wednesday,CHO
CWEDGJ,1,11/4/2009,12/8/2009,12/8/2009,32,59.375,15.625,59.92,0,1,0,0,Wednesday,DCX
BBGATL,1,11/4/2009,11/5/2009,1/19/2010,25,80,20,32.11,0.106666667,1,0,0,Wednesday,DCX
6YYF9E,1,11/4/2009,11/6/2009,11/20/2009,29,20.68965517,6.896551724,54.47,0.142857143,1,0,0,Thursday,DCX
UNVWRH,1,11/4/2009,11/4/2009,11/4/2009,14,71.42857143,0,40,0,1,0,0,Wednesday,DCX
GCAUSF,1,11/4/2009,11/5/2009,1/6/2010,29,65.51724138,13.79310345,44.59,0.048387097,1,0,0,Wednesday,DCX
QWU6QY,1,11/4/2009,11/16/2009,11/16/2009,30,20,6.666666667,93.35,0,1,0,0,Wednesday,DCX
RMQ79Z,1,11/4/2009,11/4/2009,11/24/2009,12,91.66666667,16.66666667,35.93,0.1,1,0,0,Wednesday,DCX
BNAPST,1,11/4/2009,11/5/2009,11/5/2009,29,6.896551724,3.448275862,88.9,0,1,0,0,Wednesday,DCX
R43AM4,1,11/4/2009,11/4/2009,11/4/2009,20,20,5,39.97,0,1,0,0,Wednesday,RIC
QPRLUQ,1,11/4/2009,11/4/2009,11/4/2009,29,3.448275862,3.448275862,109.69,0,1,0,0,Wednesday,RIC
5PZWMB,1,11/4/2009,11/17/2009,12/2/2009,27,25.92592593,3.703703704,62.62,0.133333333,1,0,0,Wednesday,DCX
4TSU9H,1,11/4/2009,11/4/2009,11/12/2009,32,18.75,6.25,38.46,0.25,1,0,0,Thursday,RIC
RWKQMY,1,11/4/2009,11/20/2009,11/20/2009,37,5.405405405,5.405405405,40.27,0,1,1,0,Friday,RIC
CYW3AP,1,11/4/2009,11/5/2009,11/5/2009,27,48.14814815,11.11111111,37.32,0,1,0,0,Thursday,DCX
XHH55Y,1,11/4/2009,11/22/2009,11/22/2009,31,45.16129032,6.451612903,101.57,0,1,0,0,Saturday,DCX
MNR9ZZ,1,11/4/2009,11/4/2009,11/4/2009,46,2.173913043,0,40,0,1,0,0,Tuesday,DCX
D3QHW8,1,10/28/2009,11/4/2009,11/4/2009,28,0,0,52.51,0,1,0,0,Wednesday,DCX
RGEAB5,1,11/4/2009,11/4/2009,11/4/2009,24,16.66666667,0,58.19,0,1,0,0,Thursday,BWI
H6JPBU,1,11/4/2009,11/4/2009,11/4/2009,34,0,0,40.2,0,1,1,0,Tuesday,CHO
8VHJDW,1,11/4/2009,11/4/2009,11/4/2009,22,72.72727273,9.090909091,40.27,0,1,0,0,Wednesday,CHO
92KQWT,1,11/4/2009,11/4/2009,11/4/2009,34,0,0,40.02,0,1,0,0,Friday,CHO
7RXQ45,1,11/1/2009,11/4/2009,1/13/2010,36,2.777777778,0,111.41,0.128571429,1,0,0,Wednesday,DCX
5XQFRL,1,11/4/2009,11/19/2009,12/31/2009,41,0,0,40.95,0.047619048,1,1,0,Thursday,RIC
X4JNEX,1,11/3/2009,11/4/2009,11/4/2009,37,40.54054054,10.81081081,40.02,0,1,1,0,Friday,RIC
J3AJYV,1,11/4/2009,11/4/2009,11/4/2009,32,43.75,3.125,40.02,0,1,1,0,Friday,RIC
JX79FY,1,8/30/2005,1/11/2006,1/4/2010,26,34.61538462,15.38461538,42.98,0.012379642,0,0,0,Tuesday,CHO
LS3T6P,1,11/4/2009,11/6/2009,1/18/2010,45,46.66666667,15.55555556,102.81,0.123287671,1,1,0,Tuesday,BWI
C89ASG,1,11/4/2009,11/4/2009,11/4/2009,33,6.060606061,0,44.28,0,1,1,0,Tuesday,CHO
BAU5RE,1,10/7/2009,11/4/2009,11/4/2009,28,3.571428571,0,88.44,0,1,0,0,Wednesday,DCX
TZZTMK,1,11/4/2009,11/4/2009,11/4/2009,28,60.71428571,3.571428571,40.02,0,1,0,1,Friday,RIC
7C3KUP,1,11/4/2009,11/4/2009,11/4/2009,41,0,0,40.27,0,1,1,0,Thursday,RIC
R2KPKD,1,11/5/2009,11/5/2009,11/5/2009,11,63.63636364,18.18181818,40,0,1,0,0,Monday,DCX
VLEPAU,1,11/4/2009,11/4/2009,1/7/2010,37,0,0,40.62,0.046875,1,1,0,Thursday,RIC
RGHXQG,1,11/4/2009,11/4/2009,11/4/2009,23,30.43478261,0,40,0,1,1,0,Wednesday,DCX
9QZHQ5,1,11/4/2009,11/4/2009,11/4/2009,33,6.060606061,0,40.02,0,1,0,0,Tuesday,RIC
6DHZMM,1,11/4/2009,11/4/2009,11/4/2009,31,12.90322581,0,40.25,0,1,1,0,Thursday,CHO
QVSYXU,1,10/18/2009,11/4/2009,11/4/2009,34,47.05882353,5.882352941,40.02,0,1,0,0,Friday,RIC
87XXS5,1,11/4/2009,11/4/2009,11/19/2009,38,18.42105263,7.894736842,22.26,0.2,1,0,0,Wednesday,RIC
AMW4KC,1,11/4/2009,11/10/2009,11/10/2009,29,13.79310345,3.448275862,40,0,1,0,1,Thursday,BWI
3SEJBH,1,11/2/2009,11/5/2009,11/5/2009,28,3.571428571,0,40,0,1,0,1,Thursday,DCX
FC98QE,1,10/3/2009,11/4/2009,11/4/2009,29,6.896551724,3.448275862,40.02,0,1,0,0,Thursday,RIC
Y2YCV9,1,11/4/2009,11/4/2009,1/15/2010,32,6.25,0,50.88,0.083333333,1,0,0,Thursday,RIC
ELVKJX,1,11/3/2009,11/4/2009,11/4/2009,31,3.225806452,0,40,0,1,0,0,Thursday,DCX
A33K69,1,11/5/2009,11/5/2009,11/5/2009,32,9.375,0,40.02,0,1,1,0,Thursday,CHO
DQ5B8T,1,11/5/2009,11/5/2009,11/5/2009,40,0,0,40.02,0,1,1,0,Thursday,CHO
EPMHSZ,1,11/5/2009,11/5/2009,11/5/2009,38,10.52631579,7.894736842,40,0,1,0,0,Thursday,CHO
8U5N4Z,1,11/5/2009,11/5/2009,11/5/2009,27,85.18518519,14.81481481,55.07,0,1,1,0,Wednesday,RIC
PP3ESC,1,11/5/2009,12/21/2009,12/21/2009,35,20,11.42857143,40.02,0,1,0,0,Monday,RIC
YCX8NB,1,11/5/2009,11/5/2009,11/17/2009,29,24.13793103,3.448275862,32.5,0.166666667,1,1,0,Tuesday,DCX
5YB9LX,0,11/5/2009,11/10/2009,11/10/2009,8,100,12.5,111.74,0,1,0,0,Friday,RIC
2CAYQ8,1,11/5/2009,11/5/2009,11/5/2009,33,6.060606061,0,40.02,0,1,0,0,Monday,RIC
YHMGNE,1,11/5/2009,12/6/2009,12/6/2009,30,70,6.666666667,36.11,0,1,0,0,Monday,DCX
MU2XYM,1,11/5/2009,11/5/2009,11/5/2009,19,94.73684211,21.05263158,40.02,0,1,0,0,Thursday,CHO
ZACSHC,1,11/5/2009,11/5/2009,1/18/2010,37,35.13513514,8.108108108,38.46,0.027027027,1,1,0,Monday,CHO
7Z6UBZ,1,10/10/2009,11/5/2009,12/7/2009,32,6.25,3.125,45.29,0.0625,1,0,0,Thursday,RIC
9C4TM6,1,11/5/2009,11/5/2009,11/5/2009,33,0,0,40,0,1,0,0,Tuesday,DCX
G7XNRM,1,10/23/2009,11/6/2009,11/12/2009,26,38.46153846,7.692307692,53.17,0.333333333,1,0,0,Wednesday,RIC
GS73M3,1,11/5/2009,11/5/2009,12/28/2009,42,61.9047619,11.9047619,39.57,0.075471698,1,1,0,Monday,CHO
RVGSMB,1,11/5/2009,11/5/2009,11/5/2009,29,37.93103448,6.896551724,25.62,0,1,0,0,Thursday,RIC
XH2YMD,1,11/5/2009,11/5/2009,11/5/2009,5,60,0,40.02,0,1,0,0,Thursday,RIC
PD95X9,1,11/5/2009,11/5/2009,11/5/2009,21,57.14285714,14.28571429,40.02,0,1,0,0,Thursday,DCX
SCUNJ8,0,10/16/2009,11/5/2009,11/5/2009,0,0,0,97.2,0,1,0,0,Thursday,BWI
4RGYUS,1,11/26/2009,11/28/2009,11/28/2009,38,2.631578947,2.631578947,58.4,0,1,0,0,Monday,BWI
FWNKKT,1,11/5/2009,11/5/2009,12/1/2009,26,46.15384615,7.692307692,155.44,0.115384615,1,0,1,Tuesday,DCX
C9S5HU,1,11/5/2009,11/5/2009,1/12/2010,28,42.85714286,7.142857143,107.78,0.044117647,1,0,0,Tuesday,CHO
TJ5VEG,1,9/11/2009,1/5/2010,1/5/2010,31,9.677419355,0,28.57,0,1,0,0,Wednesday,RIC
7BF255,1,11/5/2009,11/5/2009,11/5/2009,26,46.15384615,26.92307692,195.79,0,1,1,0,Wednesday,RIC
P8VW6R,1,11/4/2009,11/5/2009,11/5/2009,30,0,0,131.15,0,1,0,0,Thursday,DCX
STE23J,1,11/4/2009,11/5/2009,1/13/2010,32,18.75,9.375,69.45,0.057971014,1,1,0,Wednesday,DCX
MMZ7J7,1,11/5/2009,11/5/2009,11/5/2009,20,95,0,39.97,0,1,1,0,Thursday,CHO
4EYCH3,1,11/5/2009,11/9/2009,11/9/2009,30,13.33333333,3.333333333,149.93,0,1,0,0,Thursday,DCX
4JUV2X,1,11/5/2009,11/5/2009,11/5/2009,33,12.12121212,0,87.56,0,1,0,0,Thursday,RIC
B5KGYK,1,11/5/2009,11/9/2009,1/13/2010,28,39.28571429,10.71428571,51.86,0.046153846,1,0,0,Wednesday,DCX
A4RMUV,1,11/6/2009,11/6/2009,11/6/2009,11,63.63636364,18.18181818,40,0,1,0,0,Friday,DCX
UG5PTL,1,10/16/2009,11/6/2009,12/16/2009,18,77.77777778,61.11111111,59.68,0.075,1,1,0,Wednesday,CHO
6ZUKFG,1,11/5/2009,11/11/2009,11/11/2009,26,53.84615385,7.692307692,48.11,0,1,0,0,Thursday,DCX
RD76XD,0,11/5/2009,11/5/2009,11/5/2009,37,21.62162162,2.702702703,45.05,0,1,1,0,Monday,CHO
ETGRU7,1,11/5/2009,11/5/2009,11/5/2009,30,3.333333333,0,40.25,0,1,1,0,Thursday,DCX
MZ3Q3F,1,11/5/2009,11/6/2009,11/6/2009,25,68,4,45.05,0,1,1,0,Friday,RIC
3PF6GF,1,11/5/2009,11/13/2009,11/13/2009,33,12.12121212,12.12121212,40.02,0,1,0,0,Friday,CHO
WZXZEM,1,10/30/2009,11/23/2009,11/23/2009,39,0,0,32.02,0,1,0,0,Monday,DCX
ELXPXQ,1,11/5/2009,11/5/2009,11/5/2009,31,3.225806452,0,40.02,0,1,0,0,Thursday,RIC
EV6KVU,1,9/17/2009,11/5/2009,1/8/2010,35,25.71428571,2.857142857,55.23,0.09375,1,1,0,Friday,RIC
MQ9NV5,1,11/5/2009,11/5/2009,11/5/2009,33,0,0,39.97,0,1,0,0,Thursday,RIC
4LKHA8,1,11/5/2009,11/5/2009,11/5/2009,37,0,0,39.97,0,1,0,0,Friday,RIC
29JVLK,1,11/5/2009,11/5/2009,12/10/2009,31,0,0,27.34,0.057142857,1,0,0,Thursday,RIC
F64S5F,1,11/5/2009,11/5/2009,11/5/2009,33,0,0,39.97,0,1,0,0,Friday,RIC
5PLVFG,1,9/22/2009,11/5/2009,11/5/2009,34,17.64705882,5.882352941,39.97,0,1,0,0,Friday,RIC
3ZMP8P,1,11/5/2009,11/5/2009,11/5/2009,32,9.375,0,40.02,0,1,0,0,Tuesday,RIC
39VCFF,1,11/5/2009,11/5/2009,11/5/2009,33,0,0,39.97,0,1,0,0,Friday,RIC
8R97BU,1,11/5/2009,11/5/2009,11/5/2009,28,7.142857143,3.571428571,84.85,0,1,0,0,Thursday,CHO
PJ252E,1,10/14/2009,11/5/2009,11/5/2009,26,15.38461538,11.53846154,54.67,0,1,0,0,Thursday,RIC
Y2RBHN,1,11/5/2009,11/5/2009,11/5/2009,34,8.823529412,0,39.97,0,1,0,0,Thursday,RIC
A6DVTE,1,11/5/2009,11/5/2009,11/5/2009,28,53.57142857,3.571428571,40.2,0,1,0,0,Friday,RIC
5QTZRD,1,11/5/2009,11/5/2009,11/5/2009,9,100,0,39.97,0,1,0,0,Thursday,RIC
YG9WA6,1,11/5/2009,11/10/2009,11/19/2009,40,25,10,39.54,0.222222222,1,0,0,Thursday,RIC
KS2JPR,1,11/5/2009,12/18/2009,12/18/2009,30,46.66666667,20,30.23,0,1,0,0,Saturday,BWI
37M57Q,0,11/5/2009,11/6/2009,1/5/2010,33,15.15151515,0,9.03,0.183333333,1,0,0,Tuesday,BWI
95BPZL,1,11/5/2009,11/5/2009,11/5/2009,28,14.28571429,0,25.02,0,1,0,0,Thursday,CHO
JZX6XW,1,11/5/2009,11/18/2009,1/13/2010,36,19.44444444,8.333333333,41.01,0.035714286,1,0,0,Thursday,RIC
YH76MM,1,11/5/2009,11/5/2009,11/5/2009,29,6.896551724,0,40.02,0,1,0,0,Wednesday,CHO
L5GQML,1,11/5/2009,11/6/2009,11/6/2009,30,13.33333333,0,39.97,0,1,0,0,Friday,RIC
27FC6H,0,11/5/2009,11/5/2009,11/5/2009,2,100,0,40.02,0,1,0,0,Monday,RIC
2LFRGC,0,11/5/2009,11/5/2009,11/5/2009,15,40,0,40.2,0,1,1,0,Monday,RIC
QWTWXX,0,10/17/2009,11/5/2009,11/5/2009,2,0,0,40.25,0,1,0,0,Monday,RIC
VZ9FQY,1,11/5/2009,11/6/2009,1/15/2010,48,47.91666667,14.58333333,169.76,0.171428571,1,1,1,Saturday,DCX
96RWNB,0,11/5/2009,11/5/2009,11/5/2009,17,47.05882353,5.882352941,124.64,0,1,0,0,Thursday,DCX
TBE3YG,1,11/5/2009,11/5/2009,11/12/2009,21,66.66666667,4.761904762,45.83,0.285714286,1,0,0,Friday,RIC
G52N89,1,11/5/2009,11/5/2009,11/5/2009,31,3.225806452,3.225806452,86.72,0,1,0,0,Friday,DCX
5L7MJH,1,11/5/2009,11/9/2009,11/9/2009,30,0,0,96.68,0,1,0,0,Wednesday,RIC
773R3X,1,11/5/2009,11/5/2009,11/5/2009,31,9.677419355,0,40.2,0,1,0,0,Tuesday,RIC
ZQKU2Q,1,11/5/2009,11/7/2009,11/11/2009,29,13.79310345,3.448275862,31.34,0.5,1,0,0,Tuesday,RIC
WB48PA,0,11/5/2009,11/18/2009,11/18/2009,27,18.51851852,3.703703704,89.52,0,1,0,0,Wednesday,RIC
2L4NU2,1,11/2/2009,11/20/2009,1/15/2010,43,9.302325581,0,55.14,0.125,1,0,0,Saturday,BWI
DEKFMH,1,11/5/2009,11/7/2009,11/13/2009,28,10.71428571,3.571428571,133.17,0.333333333,1,0,0,Monday,RIC
T6GAEK,1,11/5/2009,11/6/2009,1/4/2010,31,48.38709677,19.35483871,115.73,0.118644068,1,0,0,Saturday,BWI
W3BTG8,1,11/5/2009,11/5/2009,11/5/2009,27,66.66666667,18.51851852,40,0,1,0,0,Thursday,DCX
QLQEHS,1,11/5/2009,11/5/2009,11/5/2009,23,95.65217391,13.04347826,40.27,0,1,0,0,Monday,RIC
NDLZ3Y,1,11/18/2009,11/18/2009,11/18/2009,29,51.72413793,10.34482759,183.21,0,1,0,0,Wednesday,CHO
H8H8YT,1,11/5/2009,11/5/2009,11/5/2009,14,21.42857143,0,39.97,0,1,0,0,Wednesday,RIC
GAJK3T,1,11/4/2009,12/11/2009,12/11/2009,31,29.03225806,12.90322581,59.32,0,1,0,0,Friday,RIC
SANKSV,1,11/5/2009,11/5/2009,11/30/2009,23,86.95652174,26.08695652,57.56,0.08,1,0,0,Friday,CHO
ZREESP,1,11/5/2009,11/6/2009,11/6/2009,29,24.13793103,0,40.02,0,1,0,0,Tuesday,DCX
HUDXRB,1,11/5/2009,11/5/2009,11/23/2009,30,43.33333333,6.666666667,79.19,0.166666667,1,0,0,Thursday,DCX
B2SA6P,1,11/3/2009,11/5/2009,12/14/2009,32,3.125,0,110.92,0.076923077,1,0,0,Tuesday,CHO
R5BLJH,1,11/5/2009,11/5/2009,11/5/2009,34,47.05882353,0,40.02,0,1,1,0,Monday,RIC
BYFK4K,1,11/5/2009,11/5/2009,11/5/2009,38,10.52631579,0,40.02,0,1,1,1,Friday,DCX
JWNDKD,1,11/5/2009,11/5/2009,11/5/2009,14,21.42857143,0,39.74,0,1,0,0,Friday,RIC
9Z7974,1,11/5/2009,11/22/2009,11/30/2009,29,41.37931034,20.68965517,31.59,0.25,1,0,0,Monday,DCX
WA3MCR,0,11/5/2009,11/5/2009,11/5/2009,1,100,0,40.02,0,1,0,0,Monday,RIC
TUYM5G,1,11/5/2009,11/20/2009,11/20/2009,29,62.06896552,3.448275862,47.39,0,1,0,0,Saturday,BWI
LZ2N4Y,1,11/5/2009,11/5/2009,11/5/2009,33,39.39393939,12.12121212,13.25,0,1,0,0,Friday,CHO
Y8RZJ4,1,11/6/2009,12/3/2009,12/3/2009,35,40,34.28571429,54.97,0,1,0,0,Monday,DCX
D4W5ZL,1,11/6/2009,11/6/2009,11/6/2009,30,63.33333333,6.666666667,40.25,0,1,0,0,Tuesday,CHO
WK68C6,1,11/6/2009,11/6/2009,11/22/2009,29,31.03448276,17.24137931,43.02,0.25,1,1,0,Monday,RIC
9MBXXW,1,11/6/2009,11/7/2009,11/7/2009,16,50,12.5,40.02,0,1,0,0,Tuesday,CHO
A8XKQB,1,10/6/2009,11/6/2009,11/6/2009,33,9.090909091,0,40.02,0,1,0,0,Monday,RIC
94QX9U,1,11/4/2009,11/9/2009,1/4/2010,30,46.66666667,23.33333333,53.25,0.053571429,1,0,0,Monday,DCX
SM8RS6,1,11/6/2009,11/6/2009,11/17/2009,10,90,30,38.46,0.181818182,1,0,0,Thursday,DCX
BH66YQ,1,11/6/2009,11/6/2009,11/6/2009,35,2.857142857,0,40.02,0,1,0,0,Friday,RIC
6WXZCQ,0,11/6/2009,11/6/2009,11/6/2009,1,0,0,40.02,0,0,0,0,Monday,CHO
B48F6C,1,11/6/2009,11/6/2009,11/6/2009,20,20,0,40.02,0,1,0,0,Wednesday,RIC
CH2LML,1,10/29/2009,11/6/2009,11/6/2009,30,23.33333333,6.666666667,50.28,0,1,0,0,Friday,DCX
89EMMY,1,11/6/2009,11/6/2009,11/10/2009,25,36,8,42.58,0.75,1,0,0,Monday,RIC
BM2MGQ,1,11/6/2009,11/6/2009,1/11/2010,32,68.75,25,60.71,0.106060606,1,0,0,Monday,CHO
EMF3JK,1,11/6/2009,11/6/2009,11/6/2009,37,2.702702703,0,40.02,0,1,0,0,Friday,CHO
8TDUHU,1,11/6/2009,11/6/2009,12/1/2009,26,92.30769231,19.23076923,40.3,0.08,1,1,0,Friday,RIC
BRXEMF,0,11/6/2009,11/6/2009,11/6/2009,19,15.78947368,5.263157895,40,0,1,0,0,Wednesday,DCX
9FTEZS,1,11/6/2009,11/18/2009,11/18/2009,35,20,2.857142857,60.03,0,1,0,0,Friday,CHO
JZWA9Y,1,11/6/2009,11/6/2009,11/6/2009,30,26.66666667,3.333333333,40.02,0,1,0,0,Tuesday,DCX
XPB6C5,1,11/6/2009,11/7/2009,1/9/2010,27,59.25925926,11.11111111,76.97,0.047619048,1,0,0,Monday,RIC
FY7QLY,1,9/23/2009,11/20/2009,11/20/2009,51,1.960784314,1.960784314,40.02,0,1,0,0,Friday,CHO
FHHUZC,0,11/6/2009,11/6/2009,11/6/2009,30,16.66666667,3.333333333,29.52,0,1,0,0,Friday,DCX
AF3CRB,1,11/6/2009,11/6/2009,1/15/2010,31,70.96774194,35.48387097,142.5,0.042857143,1,0,1,Friday,RIC
9XYUX8,1,11/6/2009,11/6/2009,11/6/2009,27,29.62962963,7.407407407,40.02,0,1,0,0,Wednesday,CHO
7FY3SE,1,11/6/2009,11/6/2009,11/16/2009,33,3.03030303,3.03030303,38.25,0.3,1,1,0,Monday,CHO
U6CELR,1,11/6/2009,11/6/2009,11/6/2009,28,92.85714286,0,44.62,0,1,0,0,Tuesday,DCX
VT9K6S,0,11/6/2009,11/6/2009,11/6/2009,16,43.75,0,40,0,1,0,0,Friday,DCX
WLMSVJ,1,11/6/2009,11/8/2009,11/8/2009,27,25.92592593,3.703703704,50.81,0,1,0,0,Friday,DCX
77GE8H,0,11/6/2009,11/6/2009,11/6/2009,8,25,0,40.02,0,1,0,0,Monday,RIC
829KKK,1,11/4/2009,11/6/2009,11/6/2009,32,0,0,41.82,0,1,0,0,Thursday,RIC
NAAUDJ,1,11/6/2009,11/6/2009,11/6/2009,32,6.25,0,40.02,0,1,0,0,Wednesday,DCX
3DABQR,0,11/6/2009,11/6/2009,11/6/2009,19,5.263157895,5.263157895,40.02,0,1,0,0,Friday,RIC
G5FAJQ,1,11/6/2009,11/6/2009,11/6/2009,30,6.666666667,3.333333333,39.97,0,1,0,0,Friday,RIC
RJRE6M,1,9/22/2009,11/6/2009,11/6/2009,29,10.34482759,3.448275862,40.02,0,1,0,0,Monday,CHO
VFR3VX,1,10/30/2009,11/6/2009,11/6/2009,30,3.333333333,0,64.09,0,1,1,0,Friday,CHO
UHJS2N,1,11/6/2009,11/6/2009,11/6/2009,33,3.03030303,0,40.02,0,1,0,0,Friday,CHO
GU4K3G,1,11/6/2009,11/6/2009,11/6/2009,33,18.18181818,3.03030303,39.95,0,1,0,0,Friday,RIC
ZQPETN,0,11/6/2009,11/6/2009,12/4/2009,0,0,0,30.64,0.142857143,1,0,0,Friday,DCX
2GEDUG,1,11/6/2009,11/6/2009,11/6/2009,34,2.941176471,0,40.02,0,1,0,0,Monday,CHO
7PM333,1,11/6/2009,11/6/2009,11/6/2009,33,9.090909091,0,40.02,0,1,0,0,Tuesday,CHO
LNDVDJ,1,10/29/2009,11/12/2009,12/25/2009,26,7.692307692,3.846153846,22.33,0.093023256,1,0,0,Friday,RIC
B7EY44,1,11/6/2009,11/7/2009,11/7/2009,30,13.33333333,10,87.02,0,1,0,0,Monday,CHO
NA4YW9,1,11/6/2009,11/6/2009,1/8/2010,32,53.125,21.875,47.93,0.063492063,1,1,0,Friday,CHO
ZJSBH2,1,11/6/2009,11/6/2009,11/6/2009,27,25.92592593,0,40.02,0,1,0,0,Monday,CHO
E3CD5M,1,10/31/2009,12/14/2009,12/30/2009,42,14.28571429,14.28571429,46.02,0.1875,1,0,0,Monday,DCX
UWLJ2P,1,11/11/2009,11/12/2009,11/12/2009,35,11.42857143,2.857142857,133.92,0,1,0,0,Friday,DCX
7GQ7XL,1,10/17/2009,11/6/2009,1/12/2010,28,96.42857143,28.57142857,54,0.074626866,0,1,0,Tuesday,RIC
SY7L28,1,11/5/2009,11/6/2009,11/6/2009,33,12.12121212,6.060606061,44.93,0,1,0,0,Monday,CHO
6PWDNX,1,11/6/2009,11/6/2009,1/11/2010,36,55.55555556,5.555555556,81.93,0.045454545,1,0,1,Monday,DCX
7SBVKN,1,11/6/2009,11/6/2009,11/6/2009,31,12.90322581,0,39.97,0,1,1,0,Friday,RIC
WHJWZY,1,11/6/2009,11/6/2009,11/6/2009,30,0,0,40.02,0,1,0,0,Wednesday,RIC
5R33RE,1,10/30/2009,11/21/2009,11/21/2009,36,8.333333333,2.777777778,1.02,0,1,0,0,Thursday,DCX
F3Z5EU,1,11/6/2009,11/6/2009,11/6/2009,37,0,0,46.31,0,1,0,0,Thursday,CHO
YYBREP,1,11/6/2009,11/6/2009,11/6/2009,39,7.692307692,0,40.02,0,1,0,0,Monday,RIC
SNEGYB,1,11/6/2009,11/6/2009,11/6/2009,28,57.14285714,21.42857143,35.11,0,1,0,0,Monday,CHO
KTJ343,1,11/6/2009,11/6/2009,11/6/2009,26,73.07692308,23.07692308,40.2,0,1,0,0,Monday,CHO
58NTKA,1,11/6/2009,11/6/2009,11/6/2009,30,10,3.333333333,40.27,0,1,1,0,Friday,RIC
7JGGX2,1,11/6/2009,11/6/2009,1/15/2010,31,67.74193548,12.90322581,49.36,0.057142857,1,1,0,Saturday,DCX
B7F8SQ,1,10/20/2009,11/6/2009,11/6/2009,32,0,0,40.02,0,1,0,0,Tuesday,CHO
7RPAD3,1,11/6/2009,1/13/2010,1/13/2010,32,37.5,28.125,63.28,0,1,0,0,Friday,DCX
V5WR36,1,11/6/2009,12/9/2009,12/9/2009,36,5.555555556,5.555555556,113.11,0,1,0,0,Wednesday,CHO
N9UXXU,1,11/6/2009,11/6/2009,11/6/2009,38,7.894736842,0,46.18,0,1,0,0,Friday,RIC
WF8KZC,1,10/2/2009,11/13/2009,11/13/2009,32,31.25,12.5,40.02,0,1,0,0,Thursday,RIC
8XBEQW,1,11/6/2009,12/10/2009,12/10/2009,35,20,8.571428571,41.99,0,1,0,0,Wednesday,CHO
8ZWTGA,1,11/6/2009,11/6/2009,11/6/2009,39,20.51282051,0,40.02,0,1,0,0,Friday,DCX
RWB45N,1,11/6/2009,11/6/2009,11/6/2009,31,9.677419355,0,40.02,0,1,0,0,Tuesday,CHO
TXQ8M9,1,11/6/2009,11/6/2009,11/6/2009,16,12.5,0,40.25,0,1,0,0,Tuesday,CHO
LBEF3Z,1,11/6/2009,11/6/2009,11/6/2009,28,28.57142857,3.571428571,57.95,0,1,0,0,Monday,DCX
HU2APZ,1,11/6/2009,11/13/2009,12/4/2009,31,29.03225806,3.225806452,50.46,0.095238095,1,0,0,Saturday,DCX
TW6HAZ,0,11/6/2009,11/30/2009,11/30/2009,16,56.25,6.25,25.61,0,1,0,0,Tuesday,DCX
X86SAL,1,11/6/2009,11/6/2009,11/6/2009,32,3.125,0,40.02,0,1,0,0,Tuesday,CHO
RV5KEC,1,11/6/2009,11/29/2009,11/29/2009,32,62.5,25,25,0,1,0,0,Thursday,DCX
4NM3B2,1,11/6/2009,11/6/2009,11/6/2009,32,12.5,3.125,40,0,1,0,0,Tuesday,DCX
JF8BVY,1,11/6/2009,11/6/2009,11/6/2009,32,3.125,3.125,19.73,0,1,0,0,Monday,DCX
5RK7VP,1,11/6/2009,11/6/2009,11/6/2009,30,6.666666667,0,40.02,0,1,0,0,Friday,CHO
D4LF6C,1,11/6/2009,12/9/2009,1/18/2010,35,60,34.28571429,71.64,0.1,0,0,0,Tuesday,CHO
MF33LA,1,11/6/2009,11/10/2009,11/10/2009,30,0,0,62.45,0,1,0,0,Thursday,CHO
6PNH62,1,11/6/2009,11/6/2009,11/6/2009,30,6.666666667,0,40.02,0,1,1,0,Friday,CHO
7CRBLD,1,11/6/2009,11/6/2009,11/6/2009,30,20,0,40.2,0,1,1,0,Friday,RIC
MJA2EW,1,11/6/2009,11/6/2009,11/6/2009,37,0,0,40.02,0,1,0,0,Friday,RIC
U9Y3E2,1,11/6/2009,11/6/2009,11/6/2009,30,16.66666667,10,40.02,0,1,1,0,Friday,RIC
THMUGW,1,11/6/2009,11/30/2009,11/30/2009,37,5.405405405,2.702702703,40.02,0,1,0,0,Monday,CHO
QGBB2P,1,11/6/2009,1/19/2010,1/19/2010,25,16,16,68.11,0,1,0,0,Tuesday,BWI
L5VR27,1,11/6/2009,11/6/2009,11/6/2009,30,6.666666667,0,40,0,1,1,1,Friday,DCX
AZM2KB,1,11/6/2009,1/4/2010,1/4/2010,22,86.36363636,9.090909091,47.04,0,1,0,0,Tuesday,DCX
XR946Y,1,11/6/2009,11/7/2009,11/7/2009,32,9.375,6.25,39.94,0,1,0,0,Tuesday,DCX
